
Residuals from Base Run #17 (Convergent Run)

Base_Run,Date_Time,mass,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,Br,Rb,Sr,Zr,Pb,BC
17,06/02/07 01:20,6.010000E-001,9.280000E-001,-4.720000E-001,1.629000E+000,-5.060000E-001,-1.031000E+000,1.806000E+000,-1.660000E-001,-2.388000E+000,2.680000E-001,1.017000E+000,-3.360000E-001,-3.940000E-001,2.308000E+000,-1.304000E+000,3.639000E+000,3.010000E-001,-5.860000E-001,1.000000E-003,4.700000E-001,1.611000E+000,1.000000E-002,-7.640000E-001,1.429000E+000,2.520210E+000
17,06/04/07 00:54,7.920000E-001,4.530000E-001,4.200000E-001,-1.867000E+000,2.527000E+000,-4.405000E+000,-1.988000E+000,-3.140000E-001,1.154700E+001,1.375000E+000,-7.740000E-001,5.120000E-001,7.910000E-001,1.817000E+000,-1.300500E+001,5.605000E+000,2.436000E+000,1.470000E-001,-8.580000E-001,5.230000E-001,1.489000E+000,8.200000E-001,4.900000E-001,-1.087000E+000,2.321112E+001
17,06/04/07 01:06,3.040000E-001,2.524000E+000,1.659000E+000,-1.849000E+000,1.141000E+000,-1.095000E+000,-2.016000E+000,-1.120000E-001,1.318400E+001,3.430000E-001,-1.115000E+000,-2.920000E-001,9.700000E-002,1.000000E+000,-1.428000E+000,3.066000E+000,2.704000E+000,-7.310000E-001,-3.740000E-001,2.236000E+000,1.694000E+000,5.020000E-001,2.165000E+000,-2.843000E+000,1.417310E+001
17,06/06/07 00:44,3.980000E-001,1.210000E-001,3.870000E-001,-1.668000E+000,4.800000E-001,-2.266000E+000,-1.799000E+000,-3.100000E-002,9.631000E+000,-2.070000E-001,7.950000E-001,4.000000E-003,2.700000E-001,1.649000E+000,-1.126000E+000,3.196000E+000,3.161000E+000,3.845000E+000,-4.500000E-001,-6.420000E-001,2.221000E+000,6.370000E-001,1.980000E-001,-8.152000E+000,1.302115E+001
17,06/06/07 01:35,-5.000000E-003,5.480000E-001,5.150000E-001,-1.632000E+000,1.190000E+000,-2.591000E+000,-1.736000E+000,-6.000000E-002,3.248000E+000,3.630000E-001,-1.400000E+000,2.000000E-002,3.160000E-001,3.724000E+000,-1.724000E+000,6.678000E+000,5.356000E+000,8.840000E-001,-4.270000E-001,3.890000E-001,1.102000E+000,2.840000E-001,-4.450000E-001,-3.023000E+000,7.752870E+000
17,06/08/07 00:33,9.550000E-001,-1.253000E+000,2.250000E-001,-4.620000E+000,1.882000E+000,-5.450000E-001,-2.039000E+000,9.800000E-002,4.714000E+000,7.900000E-002,-3.252000E+000,-3.990000E-001,-2.194000E+000,3.149000E+000,1.460000E+000,-2.785000E+000,3.127000E+000,2.064000E+000,4.000000E-003,3.880000E-001,-8.250000E-001,-6.970000E-001,9.760000E-001,-9.670000E+000,1.197793E+001
17,06/08/07 01:20,3.160000E-001,-3.225000E+000,-7.050000E-001,-3.006000E+000,2.847000E+000,3.000000E-003,-1.220000E-001,-3.310000E-001,-6.330000E-001,1.235000E+000,-1.525000E+000,6.310000E-001,-6.140000E-001,1.749000E+000,-4.284000E+000,3.760000E-001,1.065000E+001,-1.044000E+000,-5.700000E-002,3.840000E-001,9.540000E-001,7.600000E-002,1.579000E+000,8.109000E+000,1.434557E+001
17,06/10/07 00:25,-9.800000E-002,1.416000E+000,-2.550000E-001,7.040000E-001,-7.310000E-001,-1.250000E-001,-1.400000E+000,1.610000E-001,2.699000E+000,-5.140000E-001,-9.640000E-001,1.144000E+000,1.000000E-002,3.067000E+000,4.210000E-001,2.988000E+000,1.945000E+000,-1.592000E+000,-1.310000E-001,6.550000E-001,9.730000E-001,3.890000E-001,1.990000E-001,-2.554000E+000,2.875125E+000
17,06/10/07 01:07,-7.000000E-001,3.278000E+000,1.550000E-001,8.150000E-001,4.860000E-001,-8.400000E-002,-2.289000E+000,-7.800000E-002,3.509000E+000,3.540000E-001,1.243000E+000,1.802000E+000,3.210000E-001,2.720000E-001,-3.411000E+000,8.600000E-001,1.254000E+000,8.010000E-001,-4.380000E-001,-4.910000E-001,6.990000E-001,2.970000E-001,2.690000E-001,-2.147000E+000,3.311864E+000
17,06/12/07 00:47,9.520000E-001,-8.260000E-001,-3.890000E-001,-1.066000E+000,-6.920000E-001,-5.260000E-001,2.620000E-001,1.490000E-001,-2.570000E-001,-6.330000E-001,-1.135000E+000,2.650000E-001,-4.480000E-001,1.173000E+000,4.199000E+000,1.923000E+000,4.160000E-001,-8.090000E-001,2.130000E-001,2.650000E-001,1.019000E+000,-3.900000E-001,-8.340000E-001,-6.490000E-001,1.905621E+000
17,06/12/07 01:33,8.410000E-001,-6.020000E-001,3.020000E-001,8.540000E-001,4.210000E-001,-1.693000E+000,-1.451000E+000,1.370000E-001,1.502400E+001,2.420000E-001,-9.750000E-001,-2.210000E-001,8.470000E-001,2.856000E+000,-2.098000E+000,4.835000E+000,1.660000E+000,-1.560000E+000,-2.560000E-001,5.160000E-001,2.016000E+000,1.161000E+000,-1.015000E+000,-3.082000E+000,1.754803E+001
17,06/14/07 01:15,-2.500000E-002,-1.475000E+000,-1.631000E+000,-1.060000E+000,4.490000E-001,-8.300000E-002,3.160000E-001,9.100000E-002,-5.370000E-001,-1.700000E-001,-3.364000E+000,1.200000E-001,2.840000E-001,3.462000E+000,8.307000E+000,-7.610000E-001,1.780000E-001,-1.302000E+000,3.430000E-001,6.090000E-001,9.800000E-002,4.990000E-001,-1.712000E+000,1.820000E-001,6.311991E+000
17,06/14/07 01:54,-3.680000E-001,-9.060000E-001,1.036000E+000,-6.190000E-001,2.504000E+000,-1.417000E+000,-1.925000E+000,-5.000000E-002,3.766000E+000,1.315000E+000,-2.702000E+000,1.004000E+000,3.750000E-001,1.046000E+000,-6.375000E+000,2.706000E+000,3.845000E+000,-1.938000E+000,-3.900000E-001,9.500000E-001,1.145000E+000,4.670000E-001,-1.079000E+000,-1.630000E+000,6.777675E+000
17,06/16/07 01:14,-1.148000E+000,5.610000E-001,1.064000E+000,1.328000E+000,-7.760000E-001,-2.439000E+000,-1.516000E+000,1.990000E-001,8.703000E+000,-5.700000E-001,-9.090000E-001,2.719000E+000,1.272000E+000,4.825000E+000,1.120000E-001,6.869000E+000,2.651000E+000,8.250000E-001,-7.320000E-001,-1.308000E+000,1.766000E+000,7.480000E-001,3.300000E-001,-3.167000E+000,1.163471E+001
17,06/16/07 01:45,-1.940000E-001,2.065000E+000,1.489000E+000,7.160000E-001,3.860000E-001,-1.103000E+000,2.913000E+000,-8.360000E-001,-3.808000E+000,6.120000E-001,-7.310000E-001,-1.190000E-001,8.940000E-001,1.686000E+000,-5.320000E-001,3.807000E+000,1.363000E+000,1.779000E+000,-1.000000E-003,-7.600000E-002,5.060000E-001,1.450000E-001,6.890000E-001,2.595000E+000,3.843052E+000
17,06/18/07 01:21,-1.900000E-002,5.267000E+000,7.290000E-001,7.500000E-001,-1.567000E+000,-1.008000E+000,4.877000E+000,-2.260000E-001,-3.775000E+000,-7.100000E-001,6.980000E-001,7.400000E-002,4.110000E-001,2.851000E+000,2.940000E+000,2.410000E+000,-1.646000E+000,-2.824000E+000,3.370000E-001,3.450000E-001,1.205000E+000,1.560000E-001,-2.612000E+000,2.090000E+000,7.075884E+000
17,06/18/07 01:52,1.440000E-001,5.650000E+000,1.702000E+000,1.060000E+000,6.550000E-001,-3.503000E+000,-1.392000E+000,-4.110000E-001,2.325000E+000,6.780000E-001,-1.403000E+000,3.260000E-001,2.300000E-001,1.341000E+000,-1.728000E+000,5.302000E+000,2.575000E+000,-2.244000E+000,-4.290000E-001,3.000000E-003,1.678000E+000,5.970000E-001,-4.720000E-001,-1.099000E+000,6.498148E+000
17,06/20/07 01:10,-1.830000E-001,1.787000E+000,3.040000E-001,1.640000E+000,1.026000E+000,-1.073000E+000,2.313000E+000,-3.960000E-001,-3.057000E+000,1.202000E+000,-4.050000E-001,-3.720000E-001,1.214000E+000,1.752000E+000,-2.533000E+000,5.957000E+000,5.950000E-001,-3.600000E-001,-1.330000E-001,6.300000E-002,3.120000E+000,7.980000E-001,2.970000E-001,2.655000E+000,5.365726E+000
17,06/20/07 01:53,-2.120000E-001,4.084000E+000,7.430000E-001,6.210000E-001,-9.600000E-001,-6.300000E-001,7.430000E-001,-1.410000E-001,-3.300000E-001,-4.140000E-001,2.014000E+000,7.170000E-001,7.500000E-001,1.532000E+000,3.270000E-001,7.360000E+000,3.491000E+000,-1.580000E+000,-1.620000E-001,6.760000E-001,2.061000E+000,6.300000E-001,4.760000E-001,-5.020000E-001,6.123516E+000
17,06/22/07 01:10,-1.118000E+000,3.530000E-001,-9.200000E-002,3.230000E-001,-1.320000E-001,-1.872000E+000,3.829000E+000,-2.070000E-001,-4.856000E+000,1.850000E-001,1.200000E-002,1.259000E+000,1.519000E+000,2.355000E+000,4.200000E-001,5.286000E+000,-3.920000E-001,7.571000E+000,1.360000E-001,-1.938000E+000,2.398000E+000,2.850000E-001,-7.660000E-001,2.130000E+000,9.201524E+000
17,06/22/07 01:50,-6.800000E-002,5.930000E+000,1.312000E+000,1.030000E+000,-1.259000E+000,-2.202000E+000,5.300000E-001,-6.700000E-002,1.163000E+000,-3.390000E-001,4.144000E+000,-1.022000E+000,6.350000E-001,-3.620000E-001,-1.074000E+000,1.830000E+000,-1.079000E+000,-2.841000E+000,-1.020000E-001,9.380000E-001,8.830000E-001,4.660000E-001,-1.734000E+000,1.200000E-001,5.021023E+000
17,06/24/07 01:38,-1.144000E+000,2.646000E+000,1.199000E+000,-7.500000E-002,2.348000E+000,-1.814000E+000,-2.085000E+000,-1.520000E-001,2.525000E+000,1.802000E+000,-2.254000E+000,8.850000E-001,3.730000E-001,4.228000E+000,-9.061000E+000,4.925000E+000,1.097000E+000,-2.650000E+000,-4.820000E-001,-4.410000E-001,1.094000E+000,6.300000E-001,-1.613000E+000,-9.900000E-002,1.055728E+001
17,06/24/07 02:16,-9.950000E-001,3.913000E+000,1.112000E+000,7.070000E-001,-1.351000E+000,-3.689000E+000,-1.038000E+000,2.000000E-003,2.312000E+000,-8.350000E-001,1.673000E+000,3.540000E-001,1.434000E+000,1.313000E+000,9.460000E-001,4.890000E+000,1.064000E+000,-5.310000E-001,-3.520000E-001,-7.710000E-001,1.887000E+000,8.010000E-001,1.055000E+000,-1.801000E+000,4.976469E+000
17,06/26/07 01:30,-5.450000E-001,2.812000E+000,-3.780000E-001,-1.595000E+000,-1.056000E+000,-3.470000E-001,1.037000E+000,4.100000E-002,-1.230000E-001,-1.076000E+000,2.580000E-001,-1.064000E+000,1.124000E+000,2.435000E+000,4.754000E+000,1.748000E+000,-1.744000E+000,-2.197000E+000,4.140000E-001,1.009000E+000,5.200000E-001,-1.510000E-001,-1.634000E+000,-7.630000E-001,3.668100E+000
17,06/26/07 02:06,-8.700000E-002,3.048000E+000,8.410000E-001,-1.790000E-001,-1.011000E+000,-1.370000E+000,-2.200000E-001,3.000000E-003,1.847000E+000,-6.390000E-001,1.253000E+000,-1.713000E+000,9.260000E-001,3.701000E+000,7.860000E-001,1.260000E+000,3.959000E+000,-3.190000E+000,4.700000E-002,1.258000E+000,7.470000E-001,4.280000E-001,-1.990000E+000,-1.579000E+000,4.369590E+000
17,06/28/07 00:38,3.100000E-002,3.990000E-001,2.790000E-001,-3.800000E-002,8.800000E-002,-9.170000E-001,-2.508000E+000,1.000000E-003,7.686000E+000,-5.000000E-003,-7.460000E-001,-8.190000E-001,-8.500000E-002,4.176000E+000,-8.360000E-001,1.049000E+000,5.968000E+000,-1.940000E+000,-3.830000E-001,-1.820000E-001,-3.390000E-001,9.800000E-001,3.504000E+000,-2.607000E+000,8.813686E+000
17,06/28/07 02:38,2.780000E-001,1.447000E+000,4.160000E-001,-8.470000E-001,-6.560000E-001,-1.709000E+000,-1.907000E+000,1.170000E-001,3.499000E+000,-7.540000E-001,-5.470000E-001,-1.630000E-001,7.960000E-001,4.211000E+000,1.792000E+000,3.063000E+000,5.320000E-001,-1.954000E+000,-7.700000E-002,-8.250000E-001,1.180000E+000,1.107000E+000,2.626000E+000,-3.184000E+000,4.724261E+000
17,06/30/07 00:20,7.950000E-001,4.199000E+000,5.410000E-001,-3.271000E+000,1.081000E+000,2.840000E-001,3.787000E+000,-1.550000E-001,-8.989000E+000,1.650000E-001,-2.153000E+000,1.075000E+000,4.650000E-001,9.308000E+000,1.984900E+001,1.412000E+000,4.630000E-001,-4.749000E+000,5.750000E-001,-1.680000E-001,1.065000E+000,8.890000E-001,-2.890000E+000,3.544000E+000,3.968709E+001
17,06/30/07 02:14,1.960000E-001,6.452000E+000,8.970000E-001,-7.880000E-001,1.003000E+000,-1.169000E+000,1.810000E+000,-2.990000E-001,-1.766000E+000,1.005000E+000,-1.122000E+000,3.850000E-001,5.150000E-001,5.150000E+000,-1.816000E+000,2.479000E+000,-3.103000E+000,-6.229000E+000,3.060000E-001,-4.040000E-001,6.670000E-001,1.280000E+000,-4.666000E+000,2.889000E+000,1.030723E+001
17,07/02/07 01:01,4.740000E-001,4.372000E+000,2.347000E+000,-4.370000E-001,4.280000E-001,-2.600000E+000,-2.197000E+000,1.200000E-002,3.612000E+000,-1.400000E-002,-3.965000E+000,-3.800000E-002,1.096000E+000,1.091000E+000,1.763000E+000,4.421000E+000,1.392000E+000,-2.028000E+000,-4.800000E-002,7.200000E-002,5.190000E-001,4.220000E-001,-1.523000E+000,-2.505000E+000,6.354574E+000
17,07/02/07 01:02,2.420000E-001,-2.961000E+000,1.184000E+000,8.300000E-002,6.780000E-001,-2.524000E+000,-2.814000E+000,7.800000E-002,6.037000E+000,5.620000E-001,-9.800000E-001,-2.651000E+000,-1.038000E+000,1.078000E+000,-1.648000E+000,-4.350000E-001,-5.870000E-001,4.282300E+001,-1.920000E-001,1.159000E+000,7.800000E-001,-3.110000E-001,-3.770000E-001,-1.380000E+000,1.149929E+002
17,07/04/07 00:43,5.190000E-001,3.343000E+000,2.700000E-001,-3.680000E-001,8.420000E-001,-1.472000E+000,-2.602000E+000,-9.500000E-002,7.997000E+000,7.090000E-001,1.695000E+000,8.340000E-001,-7.390000E-001,1.090000E+000,-4.573000E+000,1.501000E+000,2.114000E+000,-2.494000E+000,-3.970000E-001,2.053000E+000,7.000000E-002,6.390000E-001,2.287000E+000,-1.408000E+000,8.229641E+000
17,07/04/07 01:09,3.080000E-001,4.345000E+000,2.590000E-001,-1.617000E+000,-1.144000E+000,-3.316000E+000,-1.749000E+000,7.500000E-002,4.627000E+000,-1.483000E+000,-2.700000E-002,5.850000E-001,4.351000E+000,3.355000E+000,4.862000E+000,4.452000E+000,7.690000E-001,-6.240000E-001,-1.260000E-001,2.400000E-001,8.010000E-001,7.230000E-001,1.481000E+000,-3.778000E+000,9.214728E+000
17,07/06/07 00:39,6.560000E-001,-9.140000E-001,-3.750000E-001,-1.121000E+000,7.140000E-001,-1.447000E+000,-2.050000E+000,1.280000E-001,6.931000E+000,1.500000E-001,-8.330000E-001,4.980000E-001,-9.290000E-001,6.010000E+000,-1.294000E+000,8.270000E-001,-1.222000E+000,-7.000000E-001,1.000000E-002,1.548000E+000,7.950000E-001,2.920000E-001,-2.297000E+000,-2.629000E+000,6.919098E+000
17,07/06/07 01:10,9.030000E-001,1.827000E+000,8.800000E-002,-1.367000E+000,2.444000E+000,-2.019000E+000,-2.348000E+000,-7.900000E-002,1.099600E+001,1.112000E+000,-1.756000E+000,-1.650000E-001,-1.460000E-001,4.671000E+000,-5.066000E+000,1.250000E-001,-1.347000E+000,-1.700000E-001,-2.560000E-001,1.323000E+000,8.260000E-001,1.397000E+000,-1.264000E+000,-1.368000E+000,1.227001E+001
17,07/08/07 00:44,1.671000E+000,3.252000E+000,1.122000E+000,-7.100000E-001,4.390000E-001,5.900000E-001,1.084000E+000,6.200000E-002,-1.434000E+000,2.080000E-001,-4.940000E+000,-1.717000E+000,-2.369000E+000,1.219100E+001,8.466000E+000,-1.439000E+000,-1.090000E+000,-4.279000E+000,4.680000E-001,2.290000E-001,-5.810000E-001,-7.170000E-001,-2.860000E+000,2.418000E+000,1.856828E+001
17,07/12/07 00:41,-2.730000E-001,2.408000E+000,6.000000E-002,-3.690000E-001,1.853000E+000,4.230000E-001,1.287000E+000,-1.130000E-001,-2.635000E+000,1.322000E+000,-1.870000E+000,-7.860000E-001,7.150000E-001,2.204000E+000,-2.656000E+000,2.440000E-001,1.307000E+000,7.385000E+000,-1.770000E-001,1.245000E+000,-1.227000E+000,-5.880000E-001,4.650000E-001,2.400000E-001,5.802371E+000
17,07/12/07 01:09,-5.310000E-001,2.400000E+000,-3.830000E-001,-1.776000E+000,1.514000E+000,-5.570000E-001,2.433000E+000,-7.900000E-002,-2.912000E+000,4.260000E-001,-2.694000E+000,9.440000E-001,-6.400000E-001,3.429000E+000,5.990000E-001,3.556000E+000,1.846000E+000,1.390000E+000,1.500000E-002,5.390000E-001,1.157000E+000,-4.000000E-002,-1.080000E-001,3.150000E-001,4.023150E+000
17,07/14/07 00:40,8.000000E-002,4.042000E+000,9.620000E-001,-7.490000E-001,1.229000E+000,-3.096000E+000,-2.500000E-001,-2.150000E-001,7.680000E-001,7.760000E-001,-1.207000E+000,1.833000E+000,-3.480000E-001,6.254000E+000,-2.285000E+000,4.039000E+000,5.346000E+000,1.037000E+000,-5.440000E-001,-1.880000E-001,-6.960000E-001,-2.210000E-001,-1.292000E+000,-1.437000E+000,7.817741E+000
17,07/16/07 00:42,4.090000E-001,3.253000E+000,7.880000E-001,1.587000E+000,3.030000E-001,-2.013000E+000,-2.140000E+000,-1.120000E-001,3.395000E+000,7.480000E-001,-1.312000E+000,2.989000E+000,7.570000E-001,3.812000E+000,-3.343000E+000,1.240000E+000,-1.770000E-001,-1.820000E+000,-3.190000E-001,7.000000E-003,1.310000E-001,-2.000000E-001,1.513000E+000,-2.051000E+000,4.999737E+000
17,07/16/07 01:19,2.070000E-001,4.957000E+000,1.650000E-001,1.945000E+000,-7.840000E-001,-2.093000E+000,-2.073000E+000,-6.600000E-002,3.456000E+000,-5.200000E-002,6.460000E-001,1.302000E+000,1.078000E+000,1.738000E+000,-1.540000E+000,4.123000E+000,2.169000E+000,-2.627000E+000,-3.670000E-001,2.460000E-001,1.587000E+000,6.140000E-001,2.340000E-001,-1.662000E+000,5.580721E+000
17,07/18/07 00:40,8.470000E-001,1.770000E+000,4.470000E-001,-1.488000E+000,-1.588000E+000,-8.070000E-001,-2.600000E-001,2.100000E-001,3.433000E+000,-1.652000E+000,2.207000E+000,-2.265000E+000,1.810000E-001,1.210500E+001,2.513000E+000,-6.860000E-001,1.692000E+000,-8.690000E-001,1.340000E-001,1.563000E+000,5.730000E-001,-3.560000E-001,-3.816000E+000,-2.702000E+000,1.297152E+001
17,07/18/07 01:08,5.770000E-001,2.767000E+000,2.250000E-001,-8.100000E-002,-2.638000E+000,-6.740000E-001,-1.072000E+000,5.570000E-001,2.206000E+000,-1.700000E+000,1.192000E+000,-1.499000E+000,-1.330000E-001,9.564000E+000,3.973000E+000,-5.620000E-001,1.459000E+000,3.127000E+000,1.050000E-001,1.253000E+000,6.180000E-001,1.840000E-001,-3.753000E+000,-3.459000E+000,1.057175E+001
17,07/20/07 02:14,4.640000E-001,3.649000E+000,2.920000E-001,-1.049000E+000,9.600000E-002,4.900000E-002,5.060000E-001,-9.300000E-002,-8.700000E-001,-1.870000E-001,-2.070000E-001,-1.453000E+000,7.590000E-001,5.178000E+000,1.030000E-001,1.129000E+000,6.417000E+000,3.098000E+000,-2.020000E-001,-2.010000E-001,-8.900000E-002,5.380000E-001,2.400000E-002,-1.519000E+000,6.015010E+000
17,07/20/07 02:38,8.560000E-001,5.608000E+000,1.701000E+000,1.056000E+000,5.410000E-001,6.370000E-001,-1.300000E-001,-9.700000E-002,-7.110000E-001,7.290000E-001,7.560000E-001,-7.850000E-001,2.245000E+000,5.870000E+000,-3.423000E+000,1.947000E+000,4.641000E+000,1.239000E+000,-5.170000E-001,1.950000E+000,5.770000E-001,7.130000E-001,2.261000E+000,-6.770000E-001,7.675571E+000
17,07/24/07 00:41,6.930000E-001,6.384000E+000,1.516000E+000,-9.320000E-001,-2.720000E-001,-1.182000E+000,5.417000E+000,-3.480000E-001,-3.532000E+000,-3.910000E-001,-2.362000E+000,9.000000E-001,-4.480000E-001,4.632000E+000,5.613000E+000,-1.146000E+000,2.298000E+000,-6.110000E-001,1.770000E-001,1.405000E+000,-1.890000E-001,-9.980000E-001,-6.860000E-001,8.240000E-001,9.537113E+000
17,07/24/07 01:19,3.810000E-001,5.211000E+000,1.050000E+000,-6.680000E-001,-1.094000E+000,-1.151000E+000,2.759000E+000,-1.600000E-002,-1.083000E+000,-9.110000E-001,7.610000E-001,4.500000E-002,4.710000E-001,4.190000E+000,1.935000E+000,2.203000E+000,4.620000E-001,-3.376000E+000,1.850000E-001,3.310000E-001,5.120000E-001,-1.170000E-001,1.065000E+000,-1.086000E+000,4.945867E+000
17,07/26/07 00:44,8.990000E-001,3.295000E+000,9.300000E-002,-2.800000E-002,-1.083000E+000,6.000000E-001,-1.708000E+000,6.450000E-001,2.845000E+000,-1.031000E+000,4.940000E-001,-2.730000E-001,-1.576000E+000,7.811000E+000,1.381000E+000,-2.570000E-001,-5.230000E-001,-6.102000E+000,9.000000E-002,6.180000E-001,9.000000E-003,4.290000E-001,3.184000E+000,-2.710000E+000,8.838532E+000
17,07/28/07 00:41,6.550000E-001,6.523000E+000,2.169000E+000,-3.188000E+000,1.468000E+000,3.230000E-001,8.680000E-001,-4.480000E-001,-1.414000E+000,-2.900000E-002,-5.003000E+000,-2.120000E-001,-4.980000E-001,3.916000E+000,5.567000E+000,-1.453000E+000,1.539000E+000,1.695000E+000,2.760000E-001,-3.700000E-001,-1.550000E-001,-2.080000E-001,-2.261000E+000,7.000000E-003,8.862925E+000
17,07/30/07 00:40,6.050000E-001,4.501000E+000,1.515000E+000,-1.014000E+000,2.050000E+000,-4.860000E-001,-2.033000E+000,1.120000E-001,3.165000E+000,1.559000E+000,-7.309000E+000,6.850000E-001,-7.790000E-001,4.922000E+000,-1.872000E+000,2.266000E+000,-3.262000E+000,-6.772000E+000,3.270000E-001,-8.600000E-001,8.400000E-002,-9.070000E-001,-4.979000E+000,-4.470000E-001,1.295346E+001
17,07/30/07 01:08,2.100000E-001,3.213000E+000,1.183000E+000,-2.316000E+000,1.247900E+001,-3.140000E+000,-3.789000E+000,-7.940000E-001,6.577000E+000,2.390000E+000,-2.488000E+000,1.500000E-002,7.680000E-001,1.526000E+000,-7.052000E+000,2.710000E+000,-3.773000E+000,2.287400E+001,-6.970000E-001,4.210000E-001,1.205000E+000,8.520000E-001,-2.920000E+000,-3.370000E-001,5.179884E+001
17,08/01/07 00:45,-4.630000E-001,3.421000E+000,-3.900000E-001,-7.650000E-001,5.390000E-001,1.283000E+000,2.867000E+000,-1.800000E-001,-8.437000E+000,5.600000E-001,-3.598000E+000,-5.960000E-001,4.870000E-001,3.099000E+000,4.599000E+000,-7.590000E-001,-4.370000E-001,-3.430000E-001,3.620000E-001,3.070000E-001,-1.527000E+000,5.640000E-001,-3.280000E+000,3.062000E+000,9.768836E+000
17,08/01/07 01:12,-2.280000E-001,5.308000E+000,2.777000E+000,-3.840000E-001,1.539000E+000,-4.660000E-001,-9.090000E-001,-3.230000E-001,1.149000E+000,1.716000E+000,-5.650000E-001,1.038000E+000,5.670000E-001,9.620000E-001,-5.270000E+000,2.707000E+000,-1.898000E+000,-2.332000E+000,-1.030000E-001,6.640000E-001,7.360000E-001,3.700000E-002,-1.967000E+000,5.160000E-001,5.757075E+000
17,08/03/07 00:44,-6.640000E-001,5.515000E+000,-1.160000E-001,1.044000E+000,1.312000E+000,1.626000E+000,-2.135000E+000,-7.200000E-002,1.912000E+000,2.146000E+000,-4.110000E-001,3.100000E-002,-2.850000E-001,-3.317000E+000,-4.007000E+000,-1.683000E+000,-1.581000E+000,1.548000E+000,-1.130000E-001,-3.100000E-002,-9.700000E-002,-1.678000E+000,-1.078000E+000,9.000000E-002,5.301119E+000
17,08/03/07 01:19,-7.260000E-001,6.286000E+000,8.190000E-001,-2.700000E-001,1.284000E+000,-1.440000E+000,-6.310000E-001,-4.180000E-001,7.910000E-001,9.450000E-001,-1.508000E+000,1.046000E+000,-8.830000E-001,-6.310000E-001,-1.665000E+000,3.170000E-001,1.923000E+000,-3.890000E-001,-2.170000E-001,-3.620000E-001,4.920000E-001,4.770000E-001,5.710000E-001,-1.090000E-001,3.537358E+000
17,08/05/07 00:45,1.320000E-001,1.883000E+000,3.160000E-001,1.157000E+000,2.331000E+000,-2.250000E-001,-1.550000E+000,-2.700000E-001,1.660000E+000,2.726000E+000,-3.697000E+000,2.140000E+000,4.140000E-001,3.400000E-002,-7.627000E+000,2.883000E+000,3.466000E+000,-7.167000E+000,-3.300000E-001,4.010000E-001,-5.710000E-001,7.500000E-002,-7.400000E-001,5.810000E-001,1.039330E+001
17,08/05/07 01:18,-3.540000E-001,4.037000E+000,1.055000E+000,1.112000E+000,9.230000E-001,-2.835000E+000,-2.107000E+000,-1.580000E-001,3.342000E+000,9.180000E-001,-2.686000E+000,3.190000E-001,-7.250000E-001,-1.086000E+000,-1.162000E+000,3.634000E+000,9.650000E-001,-3.046000E+000,-3.030000E-001,-5.100000E-002,1.662000E+000,2.170000E-001,-1.502000E+000,-8.120000E-001,5.033486E+000
17,08/07/07 01:02,2.320000E-001,1.420000E+000,-3.420000E-001,-2.400000E-001,1.973000E+000,-1.097000E+000,-1.229000E+000,-1.960000E-001,5.310000E-001,1.604000E+000,-1.282000E+000,1.405000E+000,-5.040000E-001,1.310000E-001,-5.891000E+000,2.660000E-001,7.690000E-001,4.969000E+000,-5.580000E-001,1.745000E+000,8.300000E-001,4.610000E-001,1.820000E+000,-9.730000E-001,5.061355E+000
17,08/07/07 01:31,3.900000E-001,4.499000E+000,5.800000E-001,-2.260000E-001,1.463000E+000,-1.584000E+000,-2.042000E+000,-2.100000E-001,2.691000E+000,1.271000E+000,-9.540000E-001,-3.330000E-001,-5.290000E-001,2.500000E-001,-3.056000E+000,-9.870000E-001,-1.593000E+000,-1.474000E+000,-2.120000E-001,1.419000E+000,-1.160000E-001,-7.820000E-001,8.590000E-001,-3.130000E-001,3.510616E+000
17,08/09/07 01:11,2.290000E-001,-3.747000E+000,-1.052000E+000,1.483000E+000,5.000000E-001,-7.420000E-001,-6.560000E-001,-6.100000E-002,3.650000E-001,8.750000E-001,-4.570000E-001,1.432000E+000,-1.006000E+000,5.570000E-001,-2.983000E+000,-1.910000E-001,1.688200E+001,1.423000E+000,-3.290000E-001,-1.966000E+000,-1.085000E+000,-5.200000E-001,8.091000E+000,-7.990000E-001,2.347734E+001
17,08/09/07 01:41,2.840000E-001,1.993000E+000,3.950000E-001,8.000000E-003,-7.600000E-002,3.740000E-001,1.279000E+000,-1.520000E-001,-1.545000E+000,6.700000E-002,9.080000E-001,1.570000E+000,-4.720000E-001,1.895000E+000,-1.038000E+000,3.590000E+000,8.579000E+000,-4.690000E-001,-3.300000E-001,-1.013000E+000,7.480000E-001,-6.770000E-001,4.200000E+000,-4.140000E-001,7.408490E+000
17,08/11/07 00:57,8.480000E-001,1.873000E+000,-4.380000E-001,5.990000E-001,-1.000000E-001,-7.400000E-001,1.255000E+000,-2.050000E-001,-1.863000E+000,1.010000E-001,-6.670000E-001,-9.880000E-001,-1.662000E+000,4.810000E-001,4.560000E-001,-3.720000E-001,-6.820000E-001,5.447000E+000,-5.000000E-002,-1.014000E+000,-4.400000E-001,3.530000E-001,-1.646000E+000,5.950000E-001,2.989770E+000
